,commentText,commentClassification
1884,"Please add the ticket, so that we can understand the context of this change.

Looks good otherwise",add LOGISTICS_SUGGESTION end
1885,I think there is an `.isEmpty()` check. Please try to use that ,add REUSE_SUGGESTION end
1886,Why these 2 steps?,add QUESTIONING end
1887,You can use Boolean.parseBoolean,add CODE_SUGGESTION end
1888,"For log statements, use '{'} for putting the values",add CODE_SUGGESTION end
1889,"You don’t need these. Either ObjectMapper or GSON, does the same conversion for you. Please use those.",add CODE_SUGGESTION end
1890,I would suggest to change the API to take the token itself,add LOGICAL_SUGGESTION end
1891,PLease rename the file. There is a spelling mistake,add SPELLING_SUGGESTION end
1892,"Please take token itself as a parameter, or take an object which has companyId, userId.. so that the source won’t matter",add LOGICAL_SUGGESTION end
1893,"You can do the following:-

`userGridStatusDataList.stream().map(obj -> //your conversion).collect(Collectors.toList());`",add CODE_SUGGESTION end
1894,Can we see unit test cases for what you have written?,add COMPLETENESS_SUGGESTION end
1895,Can we use `Objects.isNull()`?,add CODE_SUGGESTION end
1896,"Please ensure you do so next time, irrespective of the time constraints. I will **not merge it next time** without seeing some test cases 

‌",add COMPLETENESS_SUGGESTION end
1897,@{5b4c40927975a22beeaebbdf} Not addressed,add COMPLETENESS_SUGGESTION end
1898,"Please use the JsonDeserializer class for this. This is a heavy object initialization, which shouldn’t be done on request basis.",add BUGGYCODE_SUGGESTION end
1899,"'{'} will not help in string concatenation, here you have to use the `+`. In log statements it will work",add BUGGYCODE_SUGGESTION end
1900,remove the `+` symbol,add REFACTORING_SUGGESTION end
1901,and the `toString()` method,add CODE_SUGGESTION end
1902,Please rename these actions,add SPELLING_SUGGESTION end
1903,Use the constant which is already defined in EagleEyeConstants,add CODE_SUGGESTION end
1904,"@{5b4c40927975a22beeaebbdf} Please do so, it’s not much a change here",add COMPLETENESS_SUGGESTION end
1905,we should show all data in case filter is not applied on the dashboard.,add LOGICAL_SUGGESTION end
1906,"try to swap the condition, it will be better.",add LOGICAL_SUGGESTION end
1907,"As discussed, @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} please write a utility function for fetching zones '(to be used at both places, while fetching zones for filters and while fetching zones for widget data').",add CODE_SUGGESTION end
1908,"@{5f69e4f83672f3006a2a5f23} @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} 

Two points: 

1 - We should enforce usage of widget library and implement this feature to show supported filters only for widget Types.

2 - If point 1 is not feasible, then @{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} please update the code to handle both - first priority should be => widgetType, then widget. ",add CODE_SUGGESTION end
1909,"The above 2 fetchMaps call, defeats the purpose of streaming, as fetchMaps will load it into memory.

Either disable streaming for this widget, or please find another solution for this.",add BUGGYCODE_SUGGESTION end
1910,"Instead of stream.concat, see if a builder helps out.",add CODE_SUGGESTION end
1911,"Also, no limit and offset here?",add QUESTIONING end
1912,"@{5d4aae425b8ea70c7e4f400a} 

Why do you need findAny'(').get'(') ? isn’t the stream with map sufficient?",add BUGGYCODE_SUGGESTION end
1913,"Will this be helpful? Because I see only url being added, and nothing else being done to it",add BUGGYCODE_SUGGESTION end
1914,"@{5cdaaddc7c13590d66b4216e} pls add the callback register curl in resources folder, so that we will not miss it.",add CODE_SUGGESTION end
1915,Did you test this out?,add COMPLETENESS_SUGGESTION end
1916,Is this available for all companies?,add QUESTIONING end
1917,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} for information purpose, I will request to put here details '(links') of major things which has changed since version 3.13.0 to 3.14.8

This will help us identify things in case of failures/bugs.",add DOCUMENTATION_SUGGESTION end
1918,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Have we tested on local all the function are working fine with latest version?,add COMPLETENESS_SUGGESTION end
1919,"Looks good to me, But we should also apply same thing in conditions.  
  
for ex eq'_condition:

Suggetsed values: :today, :startDate, :endDate",add LOGICAL_SUGGESTION end
1920,Yes we have to update for some conditions.,add LOGICAL_SUGGESTION end
1921,"Looks good to me, We need to inform egale eye team, we are changing the structure.",add LOGICAL_SUGGESTION end
1922,"```
public List<String> getSupportedFilters() {
    return Arrays.asList(CITIES, DISTRIBUTOR, OUTLET_VERTICALS, OUTLET_CATEGORIES);
}
```

@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} earlier this widget supports 4 filters, now only 3.",add CODE_SUGGESTION end
1923,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} correct but how we differentiate between `CITIES` and `DISTRIBUTOR` in UI side.,add QUESTIONING end
1924,I think we should keep this one as private method.,add CODE_SUGGESTION end
1925,Will this not join with roles table?,add QUESTIONING end
1926,"payment, payment details and other cubes having user Id column , could be a possible join here?",add LOGICAL_SUGGESTION end
1927,"Payment, payment details, cubes ? app versions?",add QUESTIONING end
1928,Both cases query would be same. We can remove if condition.,add CODE_SUGGESTION end
1929,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Have we tested this widget on redshift server?,add COMPLETENESS_SUGGESTION end
1930,Please remove these variable from here.,add CODE_SUGGESTION end
1931,is this not a redunant check?,add REFACTORING_SUGGESTION end
1932,why cc list is mandatory?,add QUESTIONING end
1933,mark this as `BUSINESS_ERROR` enum,add CODE_SUGGESTION end
1934,let us go ahead with alternative approach - [PR Link](  not this one.,add CODE_SUGGESTION end
1935,What will the joins be on?,add QUESTIONING end
1936,Indentation,add REFACTORING_SUGGESTION end
1937,Why is the time commented out?,add QUESTIONING end
1938,"If the remaining two mappings are not being used, then let’s remove it.",add REFACTORING_SUGGESTION end
1939,Is this being used anywhere?,add QUESTIONING end
1940,"@{5d22dbd5ea26c40c2043f20b} Why I asked, is because this change shouldn’t be coming up in dependency upgrades.",add LOGICAL_SUGGESTION end
1941,"approved to bypass merge check, I have not reviewed this pr unitll now.",add LOGISTICS_SUGGESTION end
1942,"Will merge this PR, once the release branch is cut for ELL.

Till then holding it as of now.

Elastic search is not being used by ELL, so it shouldn’t be a problem.",add LOGISTICS_SUGGESTION end
1943,"Please use proper naming , `res`  doesn't imply any meaning.",add SPELLING_SUGGESTION end
1944,"Will we always get `globalOutletId` in this case '(I mean from DFE') ? 

Or here also we can have a catch in case that is empty. 

Here we will be getting a single outlet/gid only, are we processing the first ?  ",add QUESTIONING end
1945,"Is there any chance that this list will be empty, i.e no active mapping/ retailer found for `ids` case ? ",add QUESTIONING end
1946,"I think its better to write some meta info in the log, or can use ERROR'_CODES /  INFO'_CODES if the term `refreshed` is generic.",add CODE_SUGGESTION end
1947,"Any specifics why is this required `@Fetch(FetchMode.SELECT)`

I mean does this optimisation has anything to do with the mappings table ? ",add QUESTIONING end
1948,why dont we use @Setter annotation ? ,add CODE_SUGGESTION end
1949,"Are we following any specific HQL patter to write quires ? 

as `JOIN rom.outlet._companyMappings` this join is different  form the earlier ones  '(i.e. `Outlet o ON ral.outlet.id = o.id`'), 

also  I am seeing that there'`s a lot of HQL quires written '(specifically just to use the joins ') replacing the native repo functions, I think that we can find some way to do use the mapped table entities in the native function only '(i.e. `findAllByGlobalOutletIdAndTypeOrderByModifiedAsc`')",add CODE_SUGGESTION end
1950,"Here we are getting multiple entries for retailers, and we are taking the first one. 

As there is no order by in the query how can we be sure that we will be getting desired entity on the top '(first') ? or is it ok if we take any random retailer out of that list.",add QUESTIONING end
1951,are we sure that mapping of all the outlets '(in outlets repo') will be there in the retailer mapping table ?  ,add QUESTIONING end
1952,"code from line 255 to 270 seems to be **repetitive** '(line 213 - 220'), can we cut a function out of that ?",add REFACTORING_SUGGESTION end
1953,"`existsByRetailerIdAndOutletGlobalOutletIdAndOutletStatusNot` I think theirs a typo in the name.

can it be something like `existsByRetailerIdAndGlobalOutletIdAndOutletStatus`",add QUESTIONING end
1954,`temp`  please use proper names ,add SPELLING_SUGGESTION end
1955,`o` please use proper names.,add SPELLING_SUGGESTION end
1956,cannot we fetch company-ids form `outletCompanyMappingList` only ? ,add CODE_SUGGESTION end
1957,"don'`t we have any standard ERROR'_codes for such cases ?

‌",add QUESTIONING end
1958,"Printing `notificationEmailInput` results in something like 

NotificationEmailInput'(channelData=**com.bizom.notification.model.NotificationEmailChannelModel@4816ed33**, canSwitchVendor=false')

‌

I think, it would be better to add a **toString** method in the respective class.

‌",add CODE_SUGGESTION end
1959,"Why this change? This was working earlier also, whether or not we passed attachments in the request",add QUESTIONING end
1960,please raise the same changes  to release/20210409 branch,add LOGISTICS_SUGGESTION end
1961,"if possible pls make **twilio** as configurable. As Twilio is a temporary vendor , post new release for kenya local vendor will be enabled.

same for below file also",add LOGICAL_SUGGESTION end
1962,"Please rename this variable. It’s saying map, but will take a list",add SPELLING_SUGGESTION end
1963,Can we have some test cases as well?,add COMPLETENESS_SUGGESTION end
1964,We are not setting msg type as transactional here. @{557058:93f213d9-02d4-4f58-8523-b44cf2fd232c}  @{5d22dbd5ea26c40c2043f20b} ,add BUGGYCODE_SUGGESTION end
1965,I think instead of using stream twice we can fetch all the IDs  in single loop only.,add BUGGYCODE_SUGGESTION end
1966,"`e,` a generic error exception should not be in `Error Code: {}`",add CODE_SUGGESTION end
1967,"I thin whole of this try statement can be extracted in a different function '(a general one ') which you can use for every external api call, As can be seen same `headers`  `responsePayLoad` and  exceptions are repeated again and again.   
For reference you can see the eagleeye utils class in the Ell code.",add CODE_SUGGESTION end
1968,`l` please give proper names ,add SPELLING_SUGGESTION end
1969,please use proper names `l`,add SPELLING_SUGGESTION end
1970,any specific reason to use `final` here ? ,add CODE_SUGGESTION end
1971,"`watch` : is this operation required every time  '(or is it for performance testing') ?

‌",add CODE_SUGGESTION end
1972,"`apiResponse` this same name is used many times, may lead to some confusion can u please add some meta info to the name '(like “abcApiResponse“ ')",add CODE_SUGGESTION end
1973,`r` : please use proper names,add SPELLING_SUGGESTION end
1974,please try to these type of operations early on : `pageno == 0 ? 1 : pageno`  '(try to avoid using loigcs / operations in args '),add BUGGYCODE_SUGGESTION end
1975,"@{5d4aae425b8ea70c7e4f400a} this is  nice  thing I guess, @{5a096e0ec66aa77b654a156c} we can also try to use this  some of  outletservice Apis  

‌",add REUSE_SUGGESTION end
1976,@{5ba37a9e0b4e302eb612f1c3} We are already using it in some test java classes only. We can use it in services for debugging purpose only because we do not use [log.info]()'(') for api response but useful.,add REUSE_SUGGESTION end
1977,"There is an object inside an object so we can not do it in one loop only. 

There are three ways: 1 loop'+ 1 stream, 2 loops, 2 streams…SO no need to change to loops.",add LOGICAL_SUGGESTION end
1978,"Please check whether we can use cubes for this query. Cube'_org'_hierarchy already handles the relation between zones, warehouses, areas and outlets'(subzones') can be included as well",add REUSE_SUGGESTION end
1979,"Safer would be -1, instead of 0",add CODE_SUGGESTION end
1980,"Also, you can use functional map to do the same",add CODE_SUGGESTION end
1981,Please handle the case when there is no outlets. The query will fail at run time,add BUGGYCODE_SUGGESTION end
1982,You can remove this function,add REFACTORING_SUGGESTION end
1983,"The first half of this query result, where you fetch eagle eye data, can be done in the getQueryParams method.

Reason: When you download the data of this widget, getQueryParams runs only once, but the execute context runs multiple times. Since you fetch repeated data from the outlet service, this refactor can save the number of calls on outlet service",add BUGGYCODE_SUGGESTION end
1984,"Please refer to StockAvailabilityWidget, line 338 to 341 for doing it in the similar fashion",add REUSE_SUGGESTION end
1985,@{5ba37a9e0b4e302eb612f1c3} There is cubes for all companies I think. @{557058:aaf7087e-8a1d-4e36-b39c-d97d58086db2}  can give better context here,add LOGICAL_SUGGESTION end
1986,Please log it as well,add COMPLETENESS_SUGGESTION end
1987,"@{5ba37a9e0b4e302eb612f1c3} Alright, but be careful of download, this will be extremely heavy in large scenarios",add LOGICAL_SUGGESTION end
1988,This change shouldn’t be there @{5ba37a9e0b4e302eb612f1c3} ,add LOGISTICS_SUGGESTION end
1989,"@{5d4aae425b8ea70c7e4f400a} @{5b163be6b485a923ce5a55fd} , please check if these changes are meant to go on dev environment. @{5ba37a9e0b4e302eb612f1c3} , please change accordingly.",add LOGISTICS_SUGGESTION end
1990,"@{5b163be6b485a923ce5a55fd} @{5d4aae425b8ea70c7e4f400a} , please check this changes as well",add COMPLETENESS_SUGGESTION end
1991,Why this? Why not the annotation?,add QUESTIONING end
1992,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} let us make raw data as deprecated and also please create a ticket for this same to be taken up in next iteration. Until next 2 releases, we should be able to live with duplicate information in response for smooth transition.

‌",add LOGISTICS_SUGGESTION end
1993,"Please make this private, unless we are going to use it somewhere else",add CODE_SUGGESTION end
1994,"Looks good to me, will merge, once the minor change has been made",add COMPLETENESS_SUGGESTION end
1995,So where is the code for this? And how is it working in dev?,add QUESTIONING end
1996,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Approving it now without review so that you can megre,  Will review it soon and highlight issues, if any.",add COMPLETENESS_SUGGESTION end
1997,Replace native query with JpaRepository api.For Example: findByRetailerId should work.,add CODE_SUGGESTION end
1998,"Same here, replace native query with JpaRepository api.",add CODE_SUGGESTION end
1999,Check indentation.,add REFACTORING_SUGGESTION end
2000,"@{5b4c40927975a22beeaebbdf}  I have refactored the code and resolved the bug.  Please check and review.  
You can now proceed with writing the test cases.",add COMPLETENESS_SUGGESTION end
2001,is this properly formatted ? ,add QUESTIONING end
2002,"`transactionManager = ""transactionManager"", propagation = Propagation.SUPPORTS,` why are we using these specifics for transactions ?  ",add BUGGYCODE_SUGGESTION end
2003,`AtomicReference` any specific  region to use this here ? ,add CODE_SUGGESTION end
2004,"Here we need to set value of the response object inside the lambda expression. For this purpose, it is required.",add LOGICAL_SUGGESTION end
2005,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} I hope you have tried out the options suggested by Nikhil to force jooq to use Postgres 8 syntax…  
  
I m not sure of the implications for this PR, so please make sure things run fine.   
Approving so that you can go ahead.",add COMPLETENESS_SUGGESTION end
2006,"Please rename this context as something else. 

Oneview'(ELL') already uses this, and it’s return type is different. It’ll cause conflict when apigateway merges this api.",add SPELLING_SUGGESTION end
2007,"@{5d22dbd5ea26c40c2043f20b} , I see a DDL change as well. Please include that with this PR",add COMPLETENESS_SUGGESTION end
2008,better we use Double class.,add CODE_SUGGESTION end
2009,"I believe we do not want to show it in the settings part of dashboard. If the product requirement changes , then you can update accordingly",add LOGICAL_SUGGESTION end
2010,Please make this re-runnable,add BUGGYCODE_SUGGESTION end
2011,"I would suggest keeping an index on company'_id, user'_id and dashboard'_id",add LOGICAL_SUGGESTION end
2012,"do it company'_id, dashboard'_id, user'_id , I believe this will be faster or '(dashboard'_id, company'_id, user'_id')",add LOGICAL_SUGGESTION end
2013,This ''r ''n represents enter key is it?,add QUESTIONING end
2014,Where is `isDesignType` being used in code ?,add CODE_SUGGESTION end
2015,can we removed as per earlier comment.,add REFACTORING_SUGGESTION end
2016,why 30 days is removed from option ? Have we verified that it is not being used on production ?,add QUESTIONING end
2017,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} As per our discussion, 

1 - please add support of Design type in ARS action too. Verify the placed order using post api before implementing.

2 - Remove “limit and offset” wherever added as this is moved to redshift now.",add CODE_SUGGESTION end
2018,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} First review done, provided comments. I will do another review after the changes.

‌",add COMPLETENESS_SUGGESTION end
2019,Are we sure that the vendor will return at least 1 response?,add QUESTIONING end
2020,"Check the length of this output once, if we get multiple sms reports",add COMPLETENESS_SUGGESTION end
2021,"@{5d22dbd5ea26c40c2043f20b} Understood. My concern was, whether they send bulk feedback?",add QUESTIONING end
2022,"@{5d4aae425b8ea70c7e4f400a} Kindly make the vendor configurable, if client need roberms again, then we need a code change.",add CODE_SUGGESTION end
2023,use “:'{'}“,add CODE_SUGGESTION end
2024,`@Data`?,add CODE_SUGGESTION end
2025,Use `:{}`,add CODE_SUGGESTION end
2026,"We have to guard against one thing.

If pageInput.getLimit'(') returns 0, then this will fail",add BUGGYCODE_SUGGESTION end
2027,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} why these changes ?,add QUESTIONING end
2028,@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} Is there any issue with fixing front end as well ?,add QUESTIONING end
2029,"comment is not correct. 

‌",add DOCUMENTATION_SUGGESTION end
2030,It it not possible to add item in cart without cashback?,add QUESTIONING end
2031,These should be defined in custom widget constants,add BUGGYCODE_SUGGESTION end
2032,Better to use the custom widget constants,add CODE_SUGGESTION end
2033,"Few comments which can be applied to most files. Please check once

Pre-approving this. ",add COMPLETENESS_SUGGESTION end
2034,"@{5f69e4f83672f3006a2a5f23} Please remove cargill company id from code, the userview for cargill has different structure.  
Also, Rename the java helper class '(add keyword dukes MT in class name')",add REFACTORING_SUGGESTION end
2035,"This file should be renamed, if it’s not being used for a single company.

Not a blocker though",add SPELLING_SUGGESTION end
2036,"@{5f69e4f83672f3006a2a5f23} 

We decided that this is a temporary short term solution - we should not spread this in code anymore.  
Rather, please add support of ListAgg'(') in configurable widget.

Please add support for ListAgg'('), it should be 0.5 day task.",add BUGGYCODE_SUGGESTION end
2037,"@{5f69e4f83672f3006a2a5f23} 

We decided that this is a temporary short term solution - we should not spread this in code anymore.  
Rather, please add support of ListAgg'(') in configurable widget.

Please add support for ListAgg'('), it should be 0.5 day task.",add CODE_SUGGESTION end
2038,Is there in all companies?,add QUESTIONING end
2039,Is it there in all companies?,add QUESTIONING end
2040,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}   
 What about cleaning up old apis ?

‌",add REFACTORING_SUGGESTION end
2041,we are calling backend twice. why it can’t be done in one call?,add BUGGYCODE_SUGGESTION end
2042,"@{5d4aae425b8ea70c7e4f400a} i understand, logic is different.

The backend API response is same in both cases. right?

Can we call api once and iterate over the result where ever required? ",add LOGICAL_SUGGESTION end
2043,"You can use @Data annotation, if you want to override all the class properties",add CODE_SUGGESTION end
2044,"Please keep either `@Autowired` and remove the final, or remove `@Autowired` and use final.

The same goes for next line as well",add BUGGYCODE_SUGGESTION end
2045,For each of the api’s can you provide a sample link for the apis? So that it’ll be easier for us to understand,add DOCUMENTATION_SUGGESTION end
2046,Please check the ordering of the co-ordinates,add CODE_SUGGESTION end
2047,See if you need to set the user input?,add CODE_SUGGESTION end
2048,"@{5a4b7b54b12c7029722b6bca} , it will be helpful if you could write some test cases",add COMPLETENESS_SUGGESTION end
2049,"@{5a4b7b54b12c7029722b6bca} , changes looks good to me. Just import the style file and apply it.

Pre-approving the PR.",add COMPLETENESS_SUGGESTION end
2050,suggestion here is not print actual token in logs,add BUGGYCODE_SUGGESTION end
2051,Is this only extended to reports and dashboards only?,add QUESTIONING end
2052,Reason for coupling accessed and isStarred in the same table?,add QUESTIONING end
2053,"@Getter can be done at class level, instead of field level",add CODE_SUGGESTION end
2054,Shouldn’t this be `<=`?,add CODE_SUGGESTION end
2055,This might break backward compatibility. Would suggest to keep it `Boolean`,add BUGGYCODE_SUGGESTION end
2056,"Some questions on my end

1. We are storing when the user last accessed. With this, we will only have the last accessed/modified, but never the history data. Should that be considered?
2. Why are we coupling isStarred and accessed column of the same table?. As far as I understand, they are 2 different functionalities. 

‌",add QUESTIONING end
2057,"Won’t putting updateAccessedTime to a primitive boolean help in this case?

Or you can do a Boolean.parseBoolean'(object').",add CODE_SUGGESTION end
2058,make sure null is not returned with this bean. ,add CODE_SUGGESTION end
2059,need to fetch the right credentials using identifier. currently it get first one,add BUGGYCODE_SUGGESTION end
2060,Why is outlets.created not sufficient?,add QUESTIONING end
2061,"@{5b4c40927975a22beeaebbdf} , what about the case where the outlets were already added by the bizom and not by retailer? Please consider these use case and then make the changes",add CODE_SUGGESTION end
2062,"@{5b4c40927975a22beeaebbdf} don’t you think this will break functionality/logic for existing widgets on production ?

Where is the ticket for this change ?

Kindly have a call and discuss this.   
I would like to know the requirement and need for this change.",add BUGGYCODE_SUGGESTION end
2063,"It seems you are doing this part again and again, can you not do it in beginning and set the value in context.

Use it appropriately wherever needed.",add BUGGYCODE_SUGGESTION end
2064,"Have you handled for companies which do not have OcmTable in database, it seems that this table is only used for multi-brands related things ?",add BUGGYCODE_SUGGESTION end
2065,"@{5b4c40927975a22beeaebbdf}  Please add where condition on companyId as well. For reference, refer RetailerOutletDetails or RetailerOrderPerformance widget code.",add CODE_SUGGESTION end
2066,"  @{5b4c40927975a22beeaebbdf} Please add where condition on companyId as well. For reference, refer RetailerOutletDetails or RetailerOrderPerformance widget code.",add CODE_SUGGESTION end
2067,"  @{5b4c40927975a22beeaebbdf}  Please add where condition on companyId as well. For reference, refer RetailerOutletDetails or RetailerOrderPerformance widget code.",add CODE_SUGGESTION end
2068,Why this is required?,add QUESTIONING end
2069,Shouldn’t outlets also have a join with warehouseOutletTCS?,add CODE_SUGGESTION end
2070,what is the use case of employee api?,add QUESTIONING end
2071,please do a custom deployment on dev and share the input curl request and output format,add COMPLETENESS_SUGGESTION end
2072,@{5b4c40927975a22beeaebbdf}  Please remove this type if it is already defined in retailer.graphqls file. It will override the schema. Check for all other types in this file. It shouldn’t contain the types which are present in any other '*.graphqls file.,add BUGGYCODE_SUGGESTION end
2073,@{5d4aae425b8ea70c7e4f400a} do we need this api or we can identify from token itself…Please check.,add LOGICAL_SUGGESTION end
2074,why this function needed now? What was the issue?,add QUESTIONING end
2075,Write variable name in camelCase like… skunitIdsAfterVisibility,add SPELLING_SUGGESTION end
2076,It seems same code snippet is being used in 5 places.. can’t we write it in a separate function? @{5b163be6b485a923ce5a55fd} ,add REFACTORING_SUGGESTION end
2077,"@{5b163be6b485a923ce5a55fd} These 5 conditions are same piece of code as per my observation. As discussed over call, this is the reference ticket for addressing the PR comment. [ data-inline-card='' } ",add BUGGYCODE_SUGGESTION end
2078,"@{5b163be6b485a923ce5a55fd} please pull out the repetitive code, if we are still doing the changes in the same PR.",add REFACTORING_SUGGESTION end
2079,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c}   
1 - I wish to know RCA for this. Why is there a case arising for duplicate keys now, when it was not there in past. Please specify with example for Hersheys.  
2 - Will this fix lead to loss of data ?

* If yes, please specify the scenarios and possible fixes to avoid loss of data.

    * We should tell client to fix data in case it is their fault or put some db constraints if required.
    
* If no, please explain me, how ?

3 - Please create and attach a ticket for the same.

‌",add QUESTIONING end
2080,"Consider the below scenario:  
1 - Area named “Ramnagar” with **area id 21** in Zone “Gujarat”  
2 - Area named “Ramnagar” with **area id 23**  in Zone “MadhyaPradesh”

Will area id 21 be lost with your changes ?",add QUESTIONING end
2081,Can you please help me recall that one problem ?,add QUESTIONING end
2082,"I think, we can remove these TODOs. This code will be required. Please suggest.",add LOGICAL_SUGGESTION end
2083,"I think, we can remove these TODOs. This code will be required. Please suggest.",add LOGICAL_SUGGESTION end
2084,why the test case is not working? please fix those.,add BUGGYCODE_SUGGESTION end
2085,"@{557058:4e711a49-b8fe-4901-8633-13a0c17ad34c} @{5a096e0ec66aa77b654a156c}   I will correct them and raise one PR from release/20210622 itself once this PR is merged. I am not getting why this happened. Build is success, but there are some test cases failing.",add LOGISTICS_SUGGESTION end
2086,"2 points in this:-

1. Please add a ticket for this
2. Any test cases?

‌",add COMPLETENESS_SUGGESTION end
2087,@{5d4aae425b8ea70c7e4f400a} please block 1 hour slot in my calendar tomorrow as per both of our availability. I wish to discuss use of DIY page to build such widgets. Let us discuss. Please do not merge this until our discussion.,add LOGICAL_SUGGESTION end
2088,We will need to enhance our frame work to be able to fetch data from multiple databases in one widget. Or some other solution on this lines. We will park this for now. And continue with java widget for retailer app.,add LOGICAL_SUGGESTION end
2089,"Having said that, if we need widgets which works only on company database, then we should create it via DIY only. A short Overview of the same has been given to @{5d4aae425b8ea70c7e4f400a} ",add LOGICAL_SUGGESTION end
2090,"@{5a4b7b54b12c7029722b6bca} , please check for test cases before merging",add COMPLETENESS_SUGGESTION end
2091,can we write mapper for `cartItemToExternalSkunitMapper` ,add CODE_SUGGESTION end
2092,"@{5d4aae425b8ea70c7e4f400a} 

please resolve conflicts",add LOGISTICS_SUGGESTION end
2093,"You can use the method getComment'(') for the same purpose, instead of reconstructing it on your own. Or you can override that method",add CODE_SUGGESTION end
2094,"@{5f69e4f83672f3006a2a5f23} , please pull the development branch and push this again. Your pipeline will succeed",add LOGISTICS_SUGGESTION end
2095,"@{5d4aae425b8ea70c7e4f400a} , [ data-inline-card='' } 

Please get yourself or Parthiv to fill out the document regarding the product and questions being asked. This is so that product can keep track of the questions that are stored in our database",add LOGICAL_SUGGESTION end
2096,query is wrong here …pelase fix this asap,add BUGGYCODE_SUGGESTION end
2097,Can we have this instead in the main pom?,add CODE_SUGGESTION end
2098,Why 2 are required?,add QUESTIONING end
2099,"We can remove this, since devops will manually create the schema",add REFACTORING_SUGGESTION end
2100,"I would suggest to rename this file, for clarity",add SPELLING_SUGGESTION end
2101,This should be renamed as these are not constants,add SPELLING_SUGGESTION end
2102,I would suggest some information context should be there.,add DOCUMENTATION_SUGGESTION end
2103,"return new ResponseEntity<>'(responseDTO, HttpStatus.OK'); ?",add CODE_SUGGESTION end
2104,"Will it help, if we return non-null value?",add QUESTIONING end
2105,Will phase 2 involves in making these configurable?,add QUESTIONING end
2106,"A simple for loop would help iterate and get the enums faster.

This is just a minor optimization.",add REFACTORING_SUGGESTION end
2107,"Wow, you are having to use Retailer model classes as part of this. I hope there is some plan in future, where you may not need this?",add CODE_SUGGESTION end
2108,You will have to add the mysql and the redis health indicator,add CODE_SUGGESTION end
2109,Can we define the type here instead of keeping it raw?,add CODE_SUGGESTION end
2110,Can we import StringUtils at the top?,add CODE_SUGGESTION end
2111,"I think we can simplify this, to not use Optional, just use the list",add REFACTORING_SUGGESTION end
2112,Can we also have a check for brandNameUrl having 2 entries?,add CODE_SUGGESTION end
2113,We should use mapstruct for this,add CODE_SUGGESTION end
2114,"Okay, we are kind of mutating the metaData, which can lead to side-effects. Hope you have considered everything regarding this",add BUGGYCODE_SUGGESTION end
2115,Please add the types,add CODE_SUGGESTION end
2116,"You can use variable args feature of java. It’ll solve what you are taking as multiple input.

Refer to `CustomCacheKeyGenerator` in Retailer module or KeyGenerator in notification utils",add CODE_SUGGESTION end
2117,I think there should be a key on phone number,add LOGICAL_SUGGESTION end
2118,Not required ,add LOGICAL_SUGGESTION end
2119,You could use a getOrDefault method,add CODE_SUGGESTION end
2120,"Instead of using Optional, you can just return List, and work on whether the list is empty or not.

Is there any advantages or logic of using optional, that I’m missing?",add LOGICAL_SUGGESTION end
2121,"The limit and offset should be defined in the constants file, or be used from the variable that you have previously used for defining it.",add BUGGYCODE_SUGGESTION end
2122,"initializing null is redundant, I think even intellij will ask you to remove this",add BUGGYCODE_SUGGESTION end
2123,"method should be named appropriately. This is building the message, but not sending it",add SPELLING_SUGGESTION end
2124,You can use the Key generator class as mentioned in previous comment,add CODE_SUGGESTION end
2125,"Please rename this, you are not sending the outlet list, you are building it",add SPELLING_SUGGESTION end
2126,"@{5d22dbd5ea26c40c2043f20b} , few comments in general:-

1. Please use the code style, present in the project directory. The formatting will be better and code will be cleaner to read.
2. Please rename the method names appropriately. In certain cases you are building the message/bot, but are not sending message in that method. 
3. I have gone through the service files, there is a lot of code cluttered, and lots of import directly added to the main lines of code. Please try to refactor those or take it up in the second phase.
4. Actuator needs to have the redis and the mysql health indicators. Otherwise the service will give a false sense of health

‌",add REFACTORING_SUGGESTION end
2127,"@{5d22dbd5ea26c40c2043f20b} , for the point 3, the code cluttering refers to keeping many things together.

The remaining points help in the clarification. I understand that the code style is not working in your local intellij, which is okay for now, but please do fix it, when you can.",add REFACTORING_SUGGESTION end
2128,"@{5d22dbd5ea26c40c2043f20b} Okay, I did not convey properly. ResponseEntity should have a type as well. Just like out List implementation.",add CODE_SUGGESTION end
2129,"@{5d22dbd5ea26c40c2043f20b} Okay, but there is a possibility to make these configurable?",add CODE_SUGGESTION end
