commentText	commentClassification
 capture merchandising image and upload file request code are same ? ? ? ? ? ?	buggycode suggestion
remove from here because this already present in basedata class	refactoring suggestion
use reason field instead of this	code suggestion
give proper name for key and value	spelling suggestion
remove unnecessory extend of basedata	refactoring suggestion
remove unnecessory extend of basedata	refactoring suggestion
remove unnecessory extend of basedata	refactoring suggestion
remove unnecessory extend of basedata	refactoring suggestion
remove unnecessory extend of basedata	refactoring suggestion
add loge also here for future debugging purpose	code suggestion
this might give null pointer exception	buggycode suggestion
use owr standard formate of sending broadcast use constansts variables 	code suggestion
use data ! null first then check for other field	code suggestion
add loge here also	code suggestion
check for response ! null also	code suggestion
use defined constants for this broadcast	buggycode suggestion
add loge also	code suggestion
can we reduse repetation of same code here ? ? ? ?	buggycode suggestion
make callback to activty fragment and do this there only for loose coupling	code suggestion
make callback to activty fragment and do this there only for loose coupling	code suggestion
remove this if not using	refactoring suggestion
remove this	refactoring suggestion
use stringutils .isnotempty	code suggestion
check this before calling startcamera method	code suggestion
remove unnessesory inner because not using any field of supper class	refactoring suggestion
is there any upper limit ? ? ? ? ?	questioning
remove if not required	refactoring suggestion
use stringutils .isnotempty	code suggestion
remove if not using	refactoring suggestion
please correct function name	spelling suggestion
remove commented code	refactoring suggestion
remove bug comment	refactoring suggestion
make it constant	buggycode suggestion
what if api result false come . add check for that also	code suggestion
please use already created base class method for parsing data . any reason for creating new method ? ?	reuse suggestion
what if position i think position start from 	questioning
remove this	refactoring suggestion
is this naming correct ?	spelling suggestion
what exactly is happening here ?	questioning
why in historical beat this data is saved ?	questioning
is this naming correct ?	spelling suggestion
please correct this	buggycode suggestion
remove uialiasconstants .leave 	refactoring suggestion
remove this change	buggycode suggestion
remove this change	buggycode suggestion
 boolean nostockchecked false first letter of variable should be in small case . please follow convention .	spelling suggestion
use stringutils .isnotempty method	code suggestion
if cursor .count then we don t need to close cursor ?	buggycode suggestion
what do these nos mean ?	buggycode suggestion
why public ?	buggycode suggestion
remove this	refactoring suggestion
remove this	refactoring suggestion
what does mean here ?	buggycode suggestion
why this change ?	questioning
why selecting beat id when beat is hidden ? if it is for ensuring that no beat is selected atleast add some constant for 	buggycode suggestion
this should be active if van sale is enabled . or if setting isselectvehicleinloadouts is enabled .	logical suggestion
could be move to string .xml ?	code suggestion
better warehouse id would have being received from argument itself . no need to fetch static values .	buggycode suggestion
the would make it zero always ?	questioning
no filter by cursor id ? only one query as of now ?	questioning
instead of passing null bundle pass empty bundle . this may create crash due to null ability is some android version .	buggycode suggestion
 ! ! marks used without null check ? are we sure these data will be present ? if that is the case make object itself not null able .	buggycode suggestion
avoid using magic numbers .	buggycode suggestion
how come user have reached to menu default is should to generic form ?	logical suggestion
checked only ui changes have been done . xls is working but not csv . while uploading csv file error is appearing .	buggycode suggestion
agree but need to fix this otherwise duplicate row may create	buggycode suggestion
configuration spelling ?	spelling suggestion
can we optimize and use updateall 	logical suggestion
i think both will be same . just check sql log is there any difference in query	logical suggestion
give proper name of this method and remove null check . stringutils .isem pty is sufficient it check for null also	spelling suggestion
are you sure you need to skip position ? ?	buggycode suggestion
why removed this	questioning
use stringutils .isempty	code suggestion
what if it s clear at this time ?	questioning
remove this otherwise will create conflict	buggycode suggestion
why ? ?	questioning
i dont think we should explicitly add this condition only for specific dev company . we can give seperate apk to them	logical suggestion
this will unnessesory check for all other company user . so better solution call printinvoice without any condition and override this in ltmalaysia activity . keep empty method in this activity .	buggycode suggestion
if this is specifit to ltmalesia then add condition also for ltmalecis . suppose if any other company enable this setting ententionally then it will break	buggycode suggestion
correct this . or remove this comment	refactoring suggestion
i think here also we can call redirecttoplaystore method because it mean user not able to give feedback .	code suggestion
resolve conflict and ping me	logistics suggestion
please resolve conflicts	logistics suggestion
can we give some name to ?	buggycode suggestion
would recommend better naming convention ? instead of tv and all . please don t keep commented code in new files and add some explanatory comment if required .	refactoring suggestion
if default value is empty list then ? is unnecessary .	questioning
do this also inside fragment by passig value in it	code suggestion
dont use findviewbyid direct use textview header as object . refactore this in entire class	buggycode suggestion
ignore for now	logical suggestion
removing marked column cloud break other places ? this might be used in filter ?	questioning
instead of adding just number assign a constant to it with valid name and ref .	buggycode suggestion
remove this	refactoring suggestion
use comman function there are lot of function which is giving the data based on id otherwise we can create .	reuse suggestion
update database version also	logistics suggestion
use stringutils .iszero here .	code suggestion
use constant for number 	buggycode suggestion
if outlet id is offline id by chance then add before and after outlet id . ignore if outlet id will not be offline id 	code suggestion
this code used place and might be helpfull for other place also so create common method in baseactivty	code suggestion
just a suggetion for future . use class viewholder val itemview view instead of class viewholder itemview view . so you will not have to write this code to init textviews . you can directly use with itemview . viewid in bindviewholder .	buggycode suggestion
can we use equal instead of contain ? ? ? because contain mean something elso might be present here which create different meaning .	code suggestion
this will always true .	buggycode suggestion
adding company info and user info api string in above query is correct ?	buggycode suggestion
this query will return true if any of the api synced is it what we want ?	questioning
resolve the conflict if this needs to be merged	logistics suggestion
is syncqpsscheme name correct ?	spelling suggestion
is it required ? ? if required then enclose it in else remove this .	refactoring suggestion
isoutletedit method is also use for warehouse edit ? ? ?	questioning
 b c a beeaebbdf we follow this everywhere for proper code readibility . so please add 	refactoring suggestion
 b c a beeaebbdf i am talking about muserworkflowsutils .isoutletedit . is this setting common for outlet edit and warehouse edit ? ? ? ?	code suggestion
 mselectedbeat null use stringutils .isempty here	code suggestion
 mreporteeuserbeatslist .clear remove this unnesesorry code . as already cleared line above	code suggestion
remove all this commented line	refactoring suggestion
remove europa	refactoring suggestion
this unique key was not required	logical suggestion
this key is required to avoid duplicate insertion	logical suggestion
sajal please add bug id what you have done changes .	documentation suggestion
please remove from condition .	code suggestion
please format .	refactoring suggestion
refactor the code .	refactoring suggestion
format the code .	refactoring suggestion
proper indentation is required .	refactoring suggestion
use for statement in else for better readability	refactoring suggestion
please always format the code and use for better readability	refactoring suggestion
we are already using dialog in our code .why do we need these methods again .can t we use them ?	questioning
always use for if else statements for better readability	refactoring suggestion
 ab a a fcf f please use proper indentation and format all the files .	refactoring suggestion
please format this file again .	refactoring suggestion
this file is also not formated yet .	refactoring suggestion
plesae resolve the conflicts	logistics suggestion
can we check for or null also or not required ? ?	code suggestion
use constants for and 	buggycode suggestion
this seem not depending on result object ? ? is it correct ?	buggycode suggestion
can we use existing dialog method ?	reuse suggestion
use constancts	buggycode suggestion
move this in syncactivity . because not using anywhere else	code suggestion
return null if user is not present otherwise it will dificult to detect user is present or not	buggycode suggestion
why key outlet in only one beat directly ?	code suggestion
why beatname and not beatid ?	questioning
this is moved to somewhere else ? please check once .	completeness suggestion
please format the code .	refactoring suggestion
what is mean of adding true explicitly ?	questioning
please format the code .	refactoring suggestion
please resolve the conflict 	logistics suggestion
please format the code 	refactoring suggestion
please give proper name .	spelling suggestion
please format the code .	refactoring suggestion
update the version .	logistics suggestion
please correct the grammar use primary	spelling suggestion
are we clearing the values entered by user here ? we should show some message saying reached max limit ?	logical suggestion
please resolve conflicts .	logistics suggestion
format the code .	refactoring suggestion
update the version	logistics suggestion
it won t work as we need to run pipeline again update to 	buggycode suggestion
format the code .	refactoring suggestion
remove engine innodb 	refactoring suggestion
update version .	logistics suggestion
remove console	refactoring suggestion
remove console .	refactoring suggestion
update it to development for next release	logistics suggestion
update the version	logistics suggestion
use constant for this numbers	buggycode suggestion
what need to use this object focusview and lastfocusks	questioning
what is use of this .	questioning
use constants instead of this number	buggycode suggestion
this is not a correct way of finding adapter	buggycode suggestion
what is use of this	questioning
why using again this uri can we improve performance here ?	buggycode suggestion
again using ?	questioning
single method using time uri can we improve performance by joining all ? ? ? ?	buggycode suggestion
 we should avoid accessing the fragments adapter inside activity . move the logic to fragment .	buggycode suggestion
use case would be syncing data based on time . but will that break anything ?	questioning
this formatting is wrong . and no change in this file ?	buggycode suggestion
this will produce type cast exception if call equals on different tye object or null . does this override required ? ?	buggycode suggestion
we do not add devcompany url here . i am cofused here	questioning
for proper readibility please add count of total character otherwise other people have to count every time . to find total char length of this invoice template	code suggestion
is db version updated already ? ? ?	questioning
since we already have stringutils for this so is this seem unnecessory ? ? ? ?	buggycode suggestion
here use stringutils .isempty method for checking null and length 	code suggestion
please revert this as these changes are for just debug purpose .	refactoring suggestion
don t if if this will be help full ? please check in production build ? as we obfuscate the class in production .	completeness suggestion
resolve conflict and ping me	logistics suggestion
should we follow any flow eighter or true ? ? ? ? make any standard flow for entire api for app	questioning
resolve conflicts and ping me	logistics suggestion
verfiy this is realy required true or false . recently something got change here	completeness suggestion
use loge because generaly at this point error occure in live user so it will helpfull for debugging	code suggestion
here for sequence also required first order by visible then order by sequence ? 	code suggestion
please create foreign key also	completeness suggestion
is it need for logging ? ? ?	code suggestion
are you usning intentionaly same column claim for date for both datarange and field ? ? ? ? ? ? ? ? 	buggycode suggestion
rename once again with qpsschemetransactioncolumns this is standard structure of column interface 	buggycode suggestion
true ? ? ? ? it will always true	buggycode suggestion
this branch dont need to merge	logistics suggestion
this may crash if location values are empty . as column default is empty string . rather use parsedouble after fetching string value or change the table schema .	buggycode suggestion
use numberutils class for parsing	code suggestion
here this method will create bug if mcalllayout visibility is gone before calling this method but still in this method making visible for condition . which is not correct all time .	buggycode suggestion
formatting is in correct .	refactoring suggestion
what is use of this ? ? ?	questioning
what is use of this ?	questioning
are you sure this should enable ? ? ?	questioning
what is reason for doing this	questioning
 ab a a fcf f but why this is in onpause ? ?	questioning
we don t need to user shared preference here to control the pagination would prefer extend to make it online . this whole maintenance will be gone .	code suggestion
check for null domain url add log also if url is null	code suggestion
is this method using anywhere ?	questioning
remove this	refactoring suggestion
 b be b a ce a fd if url is not image one and you have added as image jpeg in header if other format it support or not .	logical suggestion
here use full condition workflow primary secondary issale vansale	code suggestion
why using this	questioning
is this method already there in parent ?	questioning
use numberutils class	code suggestion
get this from basesynchelper and add handle null value	code suggestion
creation of new api call could be optimize by utilizing existing api outlets add . instead of creating new api 	reuse suggestion
why removed null check ?	questioning
why removed check for null getactivty ? ? ?	questioning
format the code	refactoring suggestion
why hardcoding ?	buggycode suggestion
give this constant a name will be easy to understand .	buggycode suggestion
please format the file .	refactoring suggestion
what is andamount .can we rename this ?	spelling suggestion
 c a c b a e e i know this is not new change but it s better to rename variables if we are not able to understand them just by name .	spelling suggestion
remove this resources .getstring from all place . use hardcoded in invoice . becauuse it might create problem if user change device language to then this method return string in hindi if present in hindi string file	buggycode suggestion
is it using in another overridded class if yes then dont change	code suggestion
use already created metod present on bizomprintreceiptactivity	reuse suggestion
next time try to use existing colum instead of creating new one . ignore column name can use any column for any other purpose it is just for column height	reuse suggestion
please explain what is happening here ?	questioning
is this correct ?	questioning
is this correct ?	questioning
parse by numberutils class only	reuse suggestion
do somthing else for this this is not a coreect way . create new variable apart from header detail and in header detail seperatly	buggycode suggestion
here does it required backward compatibility ? ? ? ?	questioning
 b c a beeaebbdf will this key will be available in old company ?	questioning
they might need in collection screen as well . please check and add there as well .	code suggestion
i dont this ui alias required in template because generally templete created hardcoded . check this	logical suggestion
can we avoid this separate query on each card of a list ? please check feasibility to move this result into join of parent data ?	code suggestion
call this method above the cursor query method because query will be unnessesory and not closed in url is null	code suggestion
why removed save status ? now this might fetch all type of saved status data . ? ? ? ?	questioning
suggetion this file using only in new order sale module with room db . and this module not using in app currently . so ignore this module related file . no need to change here	logical suggestion
format the code .	refactoring suggestion
remove commented code .	refactoring suggestion
format the code	refactoring suggestion
use proper name and create constant	buggycode suggestion
is this apk tested seperatly ? ?	questioning
resolve conflict	logistics suggestion
does we have constant for this value and ? ? ?	buggycode suggestion
give some proper name ? please remove all the lint warning form this activity .	spelling suggestion
this single line would be sufficient to get nearest ten . int math .round num . please check once .	code suggestion
 c a c b a e e it should be product .please check	logical suggestion
 c a c b a e e please rebase this with development branch again .thr are many other bug s commits in this pr	logistics suggestion
if non of basedata class method required to ovverride then why required to extent that class ?	questioning
update db version	logistics suggestion
add log also 	code suggestion
do parsing in updatedisclamer class not here	buggycode suggestion
do you think time retry for every single api required ?	logical suggestion
is it good to make this as static ? because this will present in memory everytime even when we are not performing sync	buggycode suggestion
remove this extra code use kotlin xml to java object access method	code suggestion
please avoid using cursor loader next time type to use mvvm flow for newly activty	buggycode suggestion
is it correct or just for testing used ?	questioning
is it correct or just for testing used ?	questioning
correct this	buggycode suggestion
please update the db version .	logistics suggestion
format the code .	refactoring suggestion
boolean isfirsr is not required use allschemeids if allschemeids is empty then not required to add separator if it s not empty then add separator .	code suggestion
 c a c b a e e yes right only boolean variable not required .	logical suggestion
correct the spelling . use isfirst .	spelling suggestion
put it in strings .xml . and try to use correct grammar .	buggycode suggestion
would recommend string builder rather then string and string concatenation in loop .	code suggestion
how about parsing it only once ? numberutils .parsedouble staggeredqpsskunit .quantity staggeredqpsskunit .qpsscheme ?	code suggestion
please start adding projections . this will save some cache data .	logical suggestion
delete commented code if not required now .	refactoring suggestion
resolve the conflict .	logistics suggestion
here we need some progress or something ? and user can navigate to other screen also till this insert get completed . is there any scope of optimizing insert ? did we try bulk insert ?	logical suggestion
 ab a a fcf f progress not required ? then why do we need thread ?	questioning
is this apk tested seperatly ? ? ?	questioning
 c a c b a e e format the code .	refactoring suggestion
joining with select from scheme holders is equivalent to joining just scheme holders as both table will be same right ? any reason for doing that ?	code suggestion
 ea f b a aecd please remove all commented code which is no more useful .	refactoring suggestion
always update db version on any change in db schema .	logistics suggestion
no impact on backward compatibility ? i mean if company is not updated app is updated ?	logical suggestion
use undersocre for keyname	spelling suggestion
use shared preference util class here	reuse suggestion
is this method using for different task ? ? ? ? or only using time here	questioning
create re executable query .	buggycode suggestion
create re runable the qurey .	buggycode suggestion
i think we should remove this block	refactoring suggestion
hold this one . .dont merge	logistics suggestion
please remove this . once same order in same state is wrong na . please check if the order is same status it will work fine na .	refactoring suggestion
 please create rerunable query	buggycode suggestion
query is commented so it will not create	buggycode suggestion
please remove all commented code	refactoring suggestion
please remove commented code	refactoring suggestion
we can remove un wanted code also .	refactoring suggestion
as this column is ignored please handle it with isset	refactoring suggestion
please use the unitspercase value of skunits where you are fetching data so that a query will be avoided	logical suggestion
please remove the new lines	refactoring suggestion
 !empty companysettings unnecessary	refactoring suggestion
please remove exit	refactoring suggestion
as discussed please create an separate table and maintain data in nf	refactoring suggestion
why removed thi .	refactoring suggestion
please correct sql	buggycode suggestion
create queries should be in path data schema 	logistics suggestion
not to merge .	logistics suggestion
these have to split to single files in data schema tablename .sql ex data schema salereturnschemedetails .sql the table name and filename should always match .	buggycode suggestion
foreign key can we write this in the unmerge query if the reference table is not there this will give a issue .	logical suggestion
will merge this only after qa approval .	logistics suggestion
once qa verifies then we will merge this	logistics suggestion
you can remove this as you are not performing any operation on it	refactoring suggestion
kandi bhai give me min some commits are missing of will merge to development	logistics suggestion
please delete the empty file sbtargetdetails changedatatype .sql	buggycode suggestion
please create the re runnable sql queries	buggycode suggestion
please create the revisions as re runnable	buggycode suggestion
please create a parameter to pass the user id and the username can be read from the database . we need to stop using cakesession read function in models . please avoid further usage of cakesession read in models .	buggycode suggestion
please remove this	refactoring suggestion
remove this line .	refactoring suggestion
in this tmpgst is removed it s as per requirement . abb ac dcb a ac f please review this .	refactoring suggestion
can we add a success and errors key instead of using reason since the model function insertinto will give a true false with a reason key else please use the sql transaction in this function so that all the data will be rolled back in case of failure in any of the object .	logical suggestion
hi vasu i have already added this query so that we can remove it .	refactoring suggestion
this should be isset then .	refactoring suggestion
please correct the spelling credit 	spelling suggestion
remove the console .	refactoring suggestion
here we can create two queries for approval so it will reduce the space	refactoring suggestion
please remove hard coded false .	refactoring suggestion
can we add the flower bracket to this it ll help in formatting the code and help in reading as well .	refactoring suggestion
maintain proper indentation it is difficult to know which is open and closed .	refactoring suggestion
remove console .log and add loader when a request is sent .	refactoring suggestion
indentation is wrong	refactoring suggestion
remove active check here because erp id always unique in the system	refactoring suggestion
indentation is wrong .	refactoring suggestion
indentation is wrong .	refactoring suggestion
indentation is wrong	refactoring suggestion
please remove the contain where it is difficult to fetch the queries which are prepared .	refactoring suggestion
here the complexity is o n so please use hash map and change it to o n . ex isset key can be used here instead of inarray .	refactoring suggestion
remove the response type	refactoring suggestion
remove the responsetype . 	refactoring suggestion
please create the proper api s for get this should not be the format of api .	buggycode suggestion
please resolve conflicts .	logistics suggestion
wrongly committed please revert to old line . 	logistics suggestion
wrongly committed please revert to old line .	logistics suggestion
this should be there as we are storing multiple entity wise data	logical suggestion
check with isset not the !empty .if its have zero it will not go .	refactoring suggestion
can we remove this line of code ?	refactoring suggestion
please resolve conflict	logistics suggestion
apologies for the delay . we have fixed the issue regarding the tcs and igst part by sending the extra fields which were not mandatory and have got it working . we have merged the changes to master and have updated the portals as well unilever and orient . so we can delete this branch as it is no longer required .	logistics suggestion
please remove engine innodb 	refactoring suggestion
 fb f df c f please keep the indentation proper	refactoring suggestion
i think we should not use force index . might be . abb ac dcb a ac f please check .	logical suggestion
we will merge in next release as sanity going on ri branch .	logistics suggestion
why removed the space . please fix that .	refactoring suggestion
please use correct spacing and remove unnecessary spaces .	refactoring suggestion
please remove unnecessary space	refactoring suggestion
please remove unnecessary space	refactoring suggestion
please remove unnecessary space	refactoring suggestion
please remove unnecessary space	refactoring suggestion
correct indentation	refactoring suggestion
please remove unnecessary space	refactoring suggestion
why this recursive please make it as 	logical suggestion
please add recursive 	logical suggestion
hi vasu these changes are merged to sanity branch on friday . it s being tested by kishore . will be deleting this pr !	logistics suggestion
resolve conflict .	logistics suggestion
resolve conflict .	logistics suggestion
indentation issue please correct it	refactoring suggestion
never fetch using comment column create extra column to store information . so that we can add foreign key and all .	buggycode suggestion
maintain the indentation	refactoring suggestion
use one funtion to get duplicate name and erp id check for add time and edit time . in index page plz use data table common . not default of cakephp .	logical suggestion
remove delete funtion as we have active for soft delete .	refactoring suggestion
indentation issue please fix	refactoring suggestion
resolve conflict . might no difference also 	logistics suggestion
here indentation should be provided	refactoring suggestion
master multidistributor branch have fixed . please check and remove if not requried .	refactoring suggestion
master multidistributor branch have fixed . please check and remove if not requried .	refactoring suggestion
please make re executable . delete the . 	buggycode suggestion
create one query as we adding same time na .	refactoring suggestion
if user need to add only update new area with existing area ids should be there if then it will removed na . in ui how it will work and api .	refactoring suggestion
please use save all because it will take all the assosisation and unnessary it will create big query .	refactoring suggestion
master multidistributor branch have fixed . please check and remove if not requried .	refactoring suggestion
check this can be read through session information instead of assigning as hardcoded .	refactoring suggestion
remove commented code	refactoring suggestion
remove the this jsontoformdata it s already in app controller .	refactoring suggestion
add indentation	refactoring suggestion
add indentation	refactoring suggestion
please fix indentation	refactoring suggestion
removed this unnecessary code .	refactoring suggestion
indentation is wrong please fix	refactoring suggestion
make the single line of true and false response in comman function .	refactoring suggestion
alignment correct .	refactoring suggestion
indentation	refactoring suggestion
create re executable .	buggycode suggestion
there are lot of functions which get data from areas so please use that .	reuse suggestion
warehouses doesn t have area id . remove this join .	refactoring suggestion
use the alais . some time gives sql error .	logical suggestion
please fix indentation	refactoring suggestion
add this outside the if loop and maintain the indentation .	refactoring suggestion
can we run a single for loop to get the data instead of multiple extracts	refactoring suggestion
please remove after keyword	refactoring suggestion
please use active parameter either in url get request and populate data based on the same .	refactoring suggestion
can we add index on claiminvoice no to improve the performance . or warehouse id foreign key changes can help us .	logical suggestion
please resolve conflict .	logistics suggestion
remove the contain and use function of outletareamappings model getareaandwarehouseinfoforoutlet	refactoring suggestion
can you check the formdefinition sql is added or not .	logical suggestion
no formdefinition sql file found .	buggycode suggestion
please maintain indentation .	refactoring suggestion
please maintain indentation through out file .	refactoring suggestion
maintain indentation	refactoring suggestion
please maintain the indentation through out file	refactoring suggestion
please remove the active condition	refactoring suggestion
please change to isset data vcdiscount !is numeric data vcdiscount data vcdiscount 	refactoring suggestion
please change to isset data vcdiscount !is numeric data vcdiscount data vcdiscount 	refactoring suggestion
please confirm the changes few things were merged .	logistics suggestion
add recursive 	logical suggestion
unnecessary spaces has been created	refactoring suggestion
remove console .log	refactoring suggestion
indentation	refactoring suggestion
this is unnecessary extraction please remove from here .	refactoring suggestion
please create the forienkeys and add the validation of value otherwise it will create a problem .	buggycode suggestion
 b d dbe b bbcc need to add index this query is not using any index . please discuss seperatly	completeness suggestion
remove this need query for that .	refactoring suggestion
create separate private function to return data .	refactoring suggestion
create separate function to return data . dont return json and normal data in same funciton .	buggycode suggestion
removed zero from here .	refactoring suggestion
any reason why view was removed	refactoring suggestion
we might have to remove the or condition please check this will get only specific set of rows .	refactoring suggestion
if you remove this condition it will get whole data of company that will create problem for larger db s . always fatch the data base on condition . i am not sure why you are fatching the data . please elobrate more .	refactoring suggestion
please fix the alignment	refactoring suggestion
remove extra spaces	refactoring suggestion
please fix alignment	refactoring suggestion
please remove extra unnecessary line	refactoring suggestion
please remove extra unnecessary line each tab uses bytes	refactoring suggestion
please remove extra unnecessary line each tab uses bytes	refactoring suggestion
please remove extra unnecessary line each tab uses bytes	refactoring suggestion
please remove extra unnecessary line each tab uses bytes	refactoring suggestion
amount can be in decimal also please use parsefloat and user fractionlimit to show the same .	refactoring suggestion
please use setting from getsettingfromname function please avoid usage of companysettings variable	logical suggestion
will merge this	logistics suggestion
can we convert this to a single insert ignore into query .	refactoring suggestion
will merge this .	logistics suggestion
 abb bdc c bd a fff a bhai remove then if it s not using .	refactoring suggestion
we can t merge because table arsdistributordetails in rq only . and pr is generated for releaseintegration 	logistics suggestion
please remove unnecessary space they take bytes each .	refactoring suggestion
please remove unnecessary space they take bytes each .	refactoring suggestion
please remove unnecessary space they take bytes each .	refactoring suggestion
please remove unnecessary space they take bytes each .	refactoring suggestion
delete commented line please .	refactoring suggestion
once it s get it verified we will merged in releaseintegration .	completeness suggestion
this code is merge in other pr . please update on bug also and delete the branch .	logistics suggestion
since it s in review once get it done will merge .	logistics suggestion
please fix the indentations they are not correct through the file . and please remove the commented code that is unnecessary .	refactoring suggestion
please use the server date .	refactoring suggestion
please use the server date .	refactoring suggestion
correct indentation	refactoring suggestion
 shubham please check i have created a revision in master which is merged . need to backmerge then create a new one 	logistics suggestion
please remove from server side like if user type in url it will perform . so in that function do redirect .	refactoring suggestion
here we are checking for single area but we are doing set extract	refactoring suggestion
resolve conflict .	logistics suggestion
any update	completeness suggestion
use list	refactoring suggestion
check !empty	refactoring suggestion
then why we are getting tax ?	questioning
this may can give error .	buggycode suggestion
phone no is not used at all why are you creating a variable ?	refactoring suggestion
remove the whole table as it done for the same	refactoring suggestion
why this condition is twice ?	buggycode suggestion
since it s not verified so not merging in releaseintegration	logistics suggestion
please raise the pr in development branch .	logistics suggestion
we did proceed true or false . please do same format .	code suggestion
in this we can check directly outleterpid and shippingoutleterp id where two values only not more than that .	logical suggestion
 outletdata this find all array conditions array id array fromoutletid tooutletid fields array id state id issez isdta recursive outletdata set combine outletdata n outlet id n please check the applygst function in outlet .php	code suggestion
please use brackets for single line if also . 	refactoring suggestion
keep condition as common	code suggestion
in this we can check same outlet .outletstate id also na .	logical suggestion
is the fetched data of outlet also being pushed to variable ?	questioning
why it s too specific key please create generic key because here it s look like it s related to from information . please make this any generic name . and add this key in outlet object .	buggycode suggestion
please resolve conflict .	logistics suggestion
please remove join logic and fetch the data from warehouse join only .	buggycode suggestion
remove the fromoutlet join and add warehouses only and use the warehouses table directly . we have erp id field there as well .	logical suggestion
 b dfc e b aaff no shubham has mentioned instead of creating joins on the combination of tables we can use join where we get both the data .	buggycode suggestion
remove the fromoutlet join and add warehouses only and use the warehouses table directly . we have erp id field there as well .	buggycode suggestion
please correct indentation	refactoring suggestion
please use spaces for and brackets .	refactoring suggestion
please use spaces for and brackets .	refactoring suggestion
please use spaces for and brackets .	refactoring suggestion
please use spaces for and brackets . spaces after comma .	refactoring suggestion
please use brackets for if even if its single line	refactoring suggestion
please correct indentation by using tabs	refactoring suggestion
please get it verified will merge once verified .	completeness suggestion
please resolve conflict	logistics suggestion
can we delete this line ?	questioning
please remove commented code	refactoring suggestion
please remove commented code	refactoring suggestion
please use spaces for and brackets and use brackets for single line if conditions as well .	refactoring suggestion
please specify the reason for encode and decode of the values what is the use case of the same .	documentation suggestion
correct indentation .	refactoring suggestion
use brackets even for single line if conditions .	refactoring suggestion
we can delete this line na .	refactoring suggestion
correct indentation .	refactoring suggestion
correct indentation .	refactoring suggestion
correct indentation .	refactoring suggestion
please get it get verified will merge after that	completeness suggestion
please get it verified will merge after verification	completeness suggestion
please coordinate with qa and give a dedicated branch for testing . once completed you can delete the same .	logistics suggestion
is it verified ?	questioning
why are the changes of other files present here ?	buggycode suggestion
html tag incorrect .	buggycode suggestion
please check for order username and not for order user	buggycode suggestion
is it verified ? please get it verified by creating a separate branch	completeness suggestion
please make re executable query .	buggycode suggestion
please get it verified will merge after verification . 	completeness suggestion
please check this code removed due to some error for normal company settings .	completeness suggestion
 b dfc e b aaff in this if we see fromoutlet and warehouse for both are same . then why not selectcting one .	buggycode suggestion
wouldn t the following be much cleaner ? conditions array user .id userid managerole .role id array 	buggycode suggestion
please use set extract here	code suggestion
please fetch only the erpids which the data has been provided .	buggycode suggestion
 b dfc e b aaff combine eventually calls extract . . so why are we calling combine when extract will suffice . ? usr share php cake . cake utility set .php file for proof extract and flip the array . then you can use array key exists which is fast as you said .	code suggestion
what is the difference between the above line this line . duplicate variables kind same data in different variable .	buggycode suggestion
 b dfc e b aaff if you do two time set combine will do for loop for two time if you can in single loop also same na . why .	buggycode suggestion
make one loop to set what kind data you want for below its doing again . set combine .	buggycode suggestion
if you want to check the duplicate you can do fetch the erpid in condition also .	code suggestion
 please use isset	code suggestion
please share query log to check for indexes . 	completeness suggestion
please share query log to check for indexes .	completeness suggestion
 b dfc e b aaff explain select area . id area . name area . erpid area . warehouse id from areas as area where area . id or area . erpid null and area . is active no index being used please break the query .	buggycode suggestion
can you please make this as soft delete . and change the values of isdeleted to .	code suggestion
can you please make this as soft delete . and change the values of isdeleted to .	code suggestion
please correct indentation	refactoring suggestion
please correct indentation	refactoring suggestion
please define default value 	buggycode suggestion
please define default value 	buggycode suggestion
please move this out of the for loop .	buggycode suggestion
is this checked with app developers also not using in any older version of months old .	completeness suggestion
we need to delete from setting overrides as well .	buggycode suggestion
please use isset 	code suggestion
plz check	completeness suggestion
please add description also . in this if user click on button then only show the duplicate other wise it will not in ui and once submit we check again . in this server side willcheck all ways na .	documentation suggestion
please get it verified will merge after it s verified .	completeness suggestion
resolve conflict .	logistics suggestion
please fix all indentation errors please use tabs for indentation use spaces for and brackets even if the if condition is single line please use brackets 	refactoring suggestion
please use generic query as it is running inside loop .	code suggestion
please create pr for dev branch .	logistics suggestion
please check .	completeness suggestion
console remove .	refactoring suggestion
why used not getting .	questioning
remove console .	refactoring suggestion
please use form definition to make the field as required or not it is not compulsory for all companies .	code suggestion
sir please remove unnecessary spaces	refactoring suggestion
getroles function has a join on roles table . role .id managerole .role id we need to check why the data is not coming . please add role .id in function getroles fields array managerole .role id managerole .user id managerole .rolespecificid role .name roletables role .id 	buggycode suggestion
please delete commented line	refactoring suggestion
in this checking the same data keys with same variable . might be used village ids .	logical suggestion
it should be array or object what its default data type wise if present .	logical suggestion
need to remove old key transaction type	refactoring suggestion
there are branches with same name	logistics suggestion
if you using specific columns plz add that not .	logical suggestion
please get it verified we can merge it then	completeness suggestion
is it for print time or invoice create time is asked . 	questioning
there are branches with same name 	logistics suggestion
there are other branches with same name	logistics suggestion
it should be roles table fetch basis not hard code .	buggycode suggestion
use the db not session .	buggycode suggestion
we have already calling the getsettingforname plz check .	spelling suggestion
not getting why it used .	questioning
please add discription also .	documentation suggestion
please make changes if trim newdiff key value ! 	code suggestion
please use brackets for single line if conditions also .	refactoring suggestion
once verified we can merge it .	completeness suggestion
